번호,k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",kapt도로명주소,주소(시도)k-apt주소split,주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-전화번호,k-팩스번호,단지소개기존clob,단지첨부파일,k-세대타입(분양형태),k-관리방식,k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-연면적,k-주거전용면적,k-관리비부과면적,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과,k-홈페이지,k-등록일자,k-수정일자,고용보험관리번호,경비비관리형태,세대전기계약방법,청소비관리형태,건축면적,주차대수,기타/의무/임대/임의=1/2/3/4,단지승인일,사용허가여부,관리비 업로드,좌표X,좌표Y,단지신청일,LNNO_ADRES,SCHUL_ADRES,TOTL_NWSTD_CNT,SCHUL_DIST,SCHUL_CROSS,초품아
795,A12184201,서교동대우미래사랑,주상복합,서울특별시 마포구 월드컵북로5나길 18,서울,마포구,서교동,487,월드컵북로5나길,18,023224531,023224532,4.0,FILE_000000000022482,분양,위탁관리,복도식,개별난방,1.0,366,(주)대우건설,유아이에치,2005-08-30 00:00:00.0,43753.0,16780.0,22764.0,285.0,81.0,0.0,,서교대우미래사랑.apti.co.kr,,2026-02-09 05:11:46.0,910-00-93255-1,직영,종합계약,직영,3422.12,502.0,의무,2013-06-23 15:25:17.0,Y,N,126.9167558,37.5574299,2013-03-07 09:46:28.0,서울특별시 마포구 서교동 487 서교동,,,,,N
796,A15083602,문래공원한신,아파트,서울특별시 영등포구 문래로20길 14,서울,영등포구,문래동3가,,문래로20길,14,0226719426,0262659426,,,분양,위탁관리,혼합식,개별난방,2.0,367,한신공영,기은조합,1988-07-19 00:00:00.0,32777.0,24617.0,32777.0,225.0,142.0,0.0,,,,2026-02-09 05:47:05.0,907-00-256151-1,위탁,단일계약,위탁,2.15,208.0,의무,2016-06-30 15:58:58.0,Y,N,126.8930031,37.5175814,2013-03-07 09:46:28.0,서울특별시 영등포구 문래동3가 77-2,서울특별시 영등포구 문래동3가 77-7,151.0,,,N
797,A13381604,왕십리금호어울림아파트,아파트,서울특별시 성동구 마조로 57,서울,성동구,마장동,금호어울림아파트,마조로,57,0222824889,0264694889,,,분양,위탁관리,계단식,개별난방,6.0,367,금호건설(주),"금호건설, 범우재건축조합",2006-09-27 00:00:00.0,57538.0,32512.0,40750.0,37.0,246.0,84.0,,,,2026-02-09 04:13:46.0,907-00-03725-1,위탁,단일계약,위탁,2696.33,456.0,의무,2017-10-12 13:37:47.0,Y,N,127.041089,37.562934,2013-03-07 09:46:28.0,서울특별시 성동구 마장동 820,서울특별시 성동구 마장동 766-49,74.0,,,N
798,A13186401,동부아파트,아파트,서울특별시 중랑구 신내로7가길 31,서울,중랑구,상봉동,동부아파트,신내로7가길,31,024944110,024325065,,,분양,위탁관리,혼합식,개별난방,2.0,368,동부건설,영건(주),1999-04-29 00:00:00.0,43503.0,27073.0,36735.0,184.0,140.0,44.0,,,,2026-02-09 04:28:48.0,907-00-32615-1,위탁,단일계약,위탁,835.81,392.0,의무,2015-12-02 10:51:05.0,Y,N,127.093838,37.6020644,2013-03-07 09:46:28.0,서울특별시 중랑구 상봉동 495,서울특별시 중랑구 신내동 531,143.0,,,N
799,A15083703,신길경남,아파트,서울특별시 영등포구 영등포로 351,서울,영등포구,신길동,67-1,영등포로,351,028357655,0267477677,122.0,,분양,자치관리,혼합식,개별난방,5.0,368,경남건설,경남건설,1999-06-15 00:00:00.0,49861.0,29601.0,39145.0,165.0,121.0,82.0,,,,2026-02-09 05:49:56.0,613-82-75939,위탁,단일계약,위탁,0.0,435.0,의무,2017-04-19 16:36:09.0,Y,N,126.9183651,37.5158124,2013-03-07 09:46:47.0,서울특별시 영등포구 신길동 67-1,서울특별시 영등포구 신길동 121,119.0,,,N
800,A13707203,풍림아이원플러스,주상복합,서울특별시 서초구 효령로77길 14,서울,서초구,서초동,풍림아이원플러스,효령로77길,14,025828824,025828864,,,분양,위탁관리,복도식,개별난방,1.0,200,풍림산업,메트로,2004-04-23 00:00:00.0,14610.0,6910.0,9793.0,200.0,0.0,0.0,,,,2026-02-09 06:09:57.0,907-00-06887-1,위탁,단일계약,직영,1735.0,194.0,의무,2017-01-12 15:44:21.0,Y,Y,127.029525,37.4903649,2013-03-07 09:46:47.0,서울특별시 서초구 서초동 1338-1,서울특별시 서초구 서초동 1334-2,182.0,,,N
801,A15209202,개봉삼호아파트,아파트,서울특별시 구로구 남부순환로95길 16,서울,구로구,개봉동,471번지,남부순환로95길,16,0226191801,0226197010,,,분양,위탁관리,계단식,개별난방,2.0,369,삼호(주),개봉삼호아파트 재건축조합,1996-12-04 00:00:00.0,45794.0,27993.0,37519.0,133.0,236.0,0.0,,,,2026-02-09 05:37:18.0,11385220970,직영,종합계약,위탁,0.0,318.0,의무,2013-06-18 17:02:10.0,Y,N,126.8572709,37.4943419,2013-03-07 09:46:47.0,서울특별시 구로구 개봉동 471,서울특별시 구로구 개봉동 266,143.0,,,N
802,A12283603,대림아파트(녹번동),아파트,서울특별시 은평구 통일로 590,서울,은평구,녹번동,276,통일로,590,023877448,023877446,,,분양,위탁관리,계단식,개별난방,3.0,370,(주)대림산업,동익건설(주),1993-09-28 00:00:00.0,48802.0,33262.0,42238.0,0.0,332.0,38.0,,,,2026-02-09 04:56:40.0,,위탁,단일계약,위탁,3133.0,272.0,의무,2015-09-02 15:13:36.0,Y,N,126.9370209,37.6001439,2013-03-07 09:46:47.0,서울특별시 은평구 녹번동 276,서울특별시 은평구 녹번동 40-3,120.0,,,N
803,A14021001,한남동리첸시아,주상복합,서울특별시 용산구 한남대로 60,서울,용산구,한남동,72-1,한남대로,60,027957461,027957463,465.0,FILE_000000000496537,분양,직영,혼합식,개별난방,3.0,371,(주)금호산업,(주)금호산업,2004-04-09 00:00:00.0,44414.0,21652.0,39891.0,183.0,170.0,18.0,,,,2026-02-09 04:12:09.0,21188125360,위탁,종합계약,위탁,3716.28,373.0,의무,2014-11-27 14:08:01.0,Y,N,127.0079791,37.5345031,2013-03-07 09:46:47.0,서울특별시 용산구 한남동 72-1,서울특별시 용산구 한남동 726-1,43.0,,,N
804,A13086802,청량리홍릉동부,아파트,서울특별시 동대문구 홍릉로10길 48,서울,동대문구,청량리동,212번지,홍릉로10길,48,029597200,029597201,,,분양,위탁관리,계단식,개별난방,4.0,371,동부건설,동부건설,2001-09-24 00:00:00.0,41080.0,31246.0,31247.0,116.0,166.0,89.0,,,,2026-02-09 04:25:06.0,90700278651,위탁,단일계약,위탁,0.0,463.0,의무,2013-06-23 15:02:37.0,Y,N,127.04603,37.5861654,2013-03-07 09:46:48.0,서울특별시 동대문구 청량리동 212,서울특별시 동대문구 청량리동 206-44,23.0,,,N
805,A15805403,목동금호어울림,아파트,서울특별시 양천구 목동중앙서로 37,서울,양천구,목동,951,목동중앙서로,37,0226548074,0226548077,5.0,,분양,위탁관리,계단식,지역난방,7.0,371,금호산업,목동황제재건축조합,2004-11-24 00:00:00.0,68306.0,37957.0,37957.0,0.0,198.0,173.0,,목동어울림.apti.co.kr/,,2026-02-09 05:17:54.0,90700316191,위탁,종합계약,위탁,4349.56,570.0,의무,2013-06-20 10:43:25.0,Y,N,126.8678104,37.5336997,2013-03-07 09:46:48.0,서울특별시 양천구 목동 951,서울특별시 양천구 목동 757-2,88.0,,,N
806,A15282105,개봉영화,아파트,서울특별시 구로구 경인로40길 11,서울,구로구,개봉동,영화아파트,경인로40길,11,0226878348,0226893714,,,분양,위탁관리,혼합식,개별난방,2.0,372,영화건설,영화건설,1998-09-01 00:00:00.0,52116.0,31440.0,40496.0,122.0,200.0,0.0,,,,2026-02-09 05:37:46.0,907-00-06696-1,위탁,단일계약,위탁,2259.0,442.0,의무,1998-09-01 00:00:00.0,Y,N,126.8600001,37.4961973,2013-03-07 09:46:49.0,서울특별시 구로구 개봉동 475,서울특별시 구로구 고척동 66-26,79.0,,,N
807,A13082502,이문중앙하이츠빌,아파트,서울특별시 동대문구 외대역동로 101,서울,동대문구,이문동,84,외대역동로,101,029667311,029667312,124.0,,분양,위탁관리,계단식,개별난방,6.0,302,중앙건설,중앙건설,2002-05-23 00:00:00.0,45533.0,24887.0,32091.0,116.0,112.0,74.0,,,,2026-02-09 04:26:31.0,20020222037,위탁,종합계약,위탁,2365.69,387.0,의무,2013-06-23 15:02:42.0,Y,N,127.0646356,37.5964835,2013-03-07 09:46:49.0,서울특별시 동대문구 이문동 84,서울특별시 동대문구 이문동 358-34,122.0,,,N
808,A15086603,양평성원,아파트,서울특별시 영등포구 양평로17길 36,서울,영등포구,양평동4가,12번지 양평성원아파트관리사무소,양평로17길,36,0226752467,0226364262,1788.0,,분양,위탁관리,계단식,개별난방,2.0,372,성원건설(주),성원건설(주),1993-07-10 00:00:00.0,46041.0,31491.0,43041.0,0.0,372.0,0.0,,,,2026-02-09 05:48:44.0,107-80-00884,위탁,단일계약,위탁,0.0,333.0,의무,2017-09-01 14:31:47.0,Y,N,126.8934401,37.5343115,2013-03-07 09:46:49.0,서울특별시 영등포구 양평동4가 12,서울특별시 영등포구 양평동3가 91,49.0,,,N
809,A13087405,휘경베스트빌현대,아파트,서울특별시 동대문구 장안벚꽃로5길 19,서울,동대문구,휘경동,52,장안벚꽃로5길,19,0222176340,0222126343,4.0,,분양,위탁관리,혼합식,개별난방,3.0,372,현대건설(주),관성아파트재건축조합,2000-05-15 00:00:00.0,51869.0,29954.0,39847.0,176.0,104.0,92.0,,휘경베스트빌현대.apti.co.kr,,2026-02-09 04:25:51.0,91405616581,직영,단일계약,위탁,2303.93,437.0,의무,2016-06-03 10:22:45.0,Y,N,127.0742104,37.58168,2013-03-07 09:46:49.0,서울특별시 동대문구 휘경동 52,서울특별시 동대문구 휘경동 49-27,76.0,,,N
811,A13382104,서울숲대림아파트,아파트,서울특별시 성동구 뚝섬로 311,서울,성동구,성수동1가,대림 로즈빌,뚝섬로,311,024621817,0262171817,,FILE_000000000167296,분양,위탁관리,혼합식,개별난방,6.0,372,대림산업(주),성수장미연립재건축조합,2000-10-27 00:00:00.0,45558.0,26907.0,36039.0,178.0,194.0,0.0,,,,2026-02-09 04:17:01.0,90700326901,위탁,종합계약,위탁,3250.4,380.0,의무,2000-10-27 00:00:00.0,Y,N,127.0452696,37.5421369,2013-03-07 09:46:49.0,서울특별시 성동구 성수동1가 656-234 서울숲,,,,,N
812,A15102203,신림쌍용,아파트,서울특별시 관악구 미성길 122,서울,관악구,신림동,1686,미성길,122,028613281,028613282,,,분양,위탁관리,혼합식,개별난방,3.0,373,산호재건축조합,남광토건(주),1998-02-27 00:00:00.0,50881.0,27416.0,36420.0,229.0,90.0,54.0,,,,2026-02-09 06:01:21.0,,직영,종합계약,위탁,0.0,397.0,의무,2013-06-23 11:45:32.0,Y,N,126.9117664,37.472164,2013-03-07 09:46:49.0,서울특별시 관악구 신림동 1686,서울특별시 관악구 신림동 768-23,93.0,,,N
813,A15001012,여의도공작,아파트,서울특별시 영등포구 여의대로6길 17,서울,영등포구,여의도동,21-2,여의대로6길,17,027822664,027842665,,,분양,자치관리,복도식,지역난방,4.0,373,(주)한양,(주)한양,1976-08-06 00:00:00.0,44708.0,40457.0,40258.0,4.0,0.0,369.0,,,,2026-02-09 05:43:53.0,,직영,종합계약,직영,0.0,0.0,의무,2013-06-23 11:58:14.0,Y,N,126.9298286,37.5265231,2013-03-07 09:46:49.0,서울특별시 영등포구 여의도동 21-2,서울특별시 영등포구 여의도동 40-3,133.0,,,N
814,A13614302,장위참누리,아파트,서울특별시 성북구 한천로101길 18,서울,성북구,장위동,316-5,한천로101길,18,029420577,029420564,4.0,FILE_000000000434066,분양,위탁관리,계단식,개별난방,7.0,373,울트라건설,sh공사,2006-04-18 00:00:00.0,54062.0,29968.0,37772.0,69.0,304.0,0.0,,장위참누리.apti.co.kr,,2026-02-09 04:38:43.0,90801119211,위탁,단일계약,위탁,0.0,412.0,의무,2017-01-13 13:50:10.0,Y,N,127.0494663,37.6231937,2013-03-07 09:46:51.0,서울특별시 성북구 장위동 316-5,서울특별시 성북구 장위동 316,86.0,,,N
815,A15184101,서울대입구아이원 (1560-61),아파트,서울특별시 관악구 청룡길 78,서울,관악구,봉천동,서울대입구아이원아파트,청룡길,78,028727006,028727017,,,분양,위탁관리,계단식,개별난방,7.0,374,풍림산업(주),봉천10구역주택재개발정비사업조합,2006-11-30 00:00:00.0,48357.0,29075.0,36225.0,159.0,170.0,45.0,,,,2026-02-09 05:59:40.0,90700057001,위탁,단일계약,위탁,3387.59,417.0,의무,2015-11-02 16:00:48.0,Y,N,126.9455509,37.4787044,2013-03-07 09:46:51.0,서울특별시 관악구 봉천동 1560-61,서울특별시 관악구 봉천동 390-3,42.0,,,N
816,A14388208,자양동삼성아파트,아파트,서울특별시 광진구 자양번영로3길 65,서울,광진구,자양동,삼성아파트,자양번영로3길,65,024524500,024524533,,,분양,위탁관리,혼합식,개별난방,4.0,375,삼성물산,자양삼성아파트재건축조합,1999-04-14 00:00:00.0,39904.0,29880.0,39591.0,151.0,163.0,61.0,,,,2026-02-09 04:21:22.0,206-82-61203-0,직영,단일계약,위탁,0.0,367.0,의무,2016-06-14 17:57:50.0,Y,N,127.0715987,37.5324954,2013-03-07 09:46:51.0,서울특별시 광진구 자양동 787,서울특별시 광진구 자양동 504,88.0,,,N
816,A14388208,자양동삼성아파트,아파트,서울특별시 광진구 자양번영로3길 65,서울,광진구,자양동,삼성아파트,자양번영로3길,65,024524500,024524533,,,분양,위탁관리,혼합식,개별난방,4.0,375,삼성물산,자양삼성아파트재건축조합,1999-04-14 00:00:00.0,39904.0,29880.0,39591.0,151.0,163.0,61.0,,,,2026-02-09 04:21:22.0,206-82-61203-0,직영,단일계약,위탁,0.0,367.0,의무,2016-06-14 17:57:50.0,Y,N,127.0715987,37.5324954,2013-03-07 09:46:51.0,서울특별시 광진구 자양동 787,서울특별시 광진구 자양동 518-1,129.0,,,N
818,A13185602,상봉우정,아파트,서울특별시 중랑구 상봉중앙로1다길 21,서울,중랑구,상봉동,496,상봉중앙로1다길,21,0234225233,0234225234,,,분양,위탁관리,계단식,개별난방,5.0,375,우정건설(주),우정건설(주),2002-05-14 00:00:00.0,54076.0,29880.0,40533.0,90.0,235.0,50.0,,,,2026-02-09 04:28:37.0,9070029185-1,위탁,단일계약,위탁,2440.0,442.0,의무,2019-07-16 11:00:17.0,Y,N,127.0886359,37.5996773,2013-03-07 09:46:51.0,서울특별시 중랑구 상봉동 496,서울특별시 중랑구 신내동 531,143.0,,,N
819,A13385301,서울숲리버그린동아,아파트,서울특별시 성동구 고산자로4길 34,서울,성동구,응봉동,응봉동리버그린동아아파트,고산자로4길,34,0222910453,0222910454,464.0,FILE_000000000138324,분양,위탁관리,계단식,개별난방,5.0,375,동아건설,행당구역3지구 주택재개발,2003-06-07 00:00:00.0,52279.0,29909.0,39485.0,162.0,142.0,71.0,,,,2026-02-09 04:14:38.0,2142-8401,위탁,단일계약,위탁,0.0,418.0,의무,2015-10-27 09:51:00.0,Y,N,127.0372695,37.5530787,2013-03-07 09:46:51.0,서울특별시 성동구 응봉동 276,서울특별시 성동구 응봉동 193,75.0,,,N
820,A15089513,여의도진주,아파트,서울특별시 영등포구 국제금융로 108-6,서울,영등포구,여의도동,54번지,국제금융로,108-6,027824538,027824538,,,분양,자치관리,복도식,지역난방,4.0,376,라이프주택개발(주),라이프주택개발(주),1977-06-03 00:00:00.0,33447.0,24613.0,28840.0,156.0,132.0,88.0,,www.apartz.com/homepage/1508952,,2026-02-09 05:44:48.0,116-80-00331-0,위탁,단일계약,직영,,190.0,의무,2013-06-23 11:45:28.0,Y,N,126.9329842,37.5185166,2013-03-07 09:46:52.0,서울특별시 영등포구 여의도동 54,서울특별시 영등포구 여의도동 40-3,133.0,,,N
821,A12185303,신공덕삼성1차,아파트,서울특별시 마포구 백범로37길 12,서울,마포구,신공덕동,155,백범로37길,12,027131449,027147244,,,분양,위탁관리,복도식,중앙난방,11.0,834,삼성물산(주)주택개발부문,삼성물산(주)주택개발부문,2000-08-14 00:00:00.0,94417.0,71997.0,92635.0,240.0,352.0,242.0,,,,2026-02-09 05:08:51.0,105-80-02663-0,위탁,종합계약,위탁,94416.52,1069.0,의무,2014-12-26 11:35:55.0,Y,N,126.9558671,37.5434094,2013-03-07 09:46:44.0,서울특별시 마포구 신공덕동 155,서울특별시 마포구 공덕동 256-4,90.0,,,N
822,A15081802,대림동2차한신아파트,아파트,서울특별시 영등포구 디지털로69길 16,서울,영등포구,대림동,대림동2차한신아파트,디지털로69길,16,028427070,028417070,14.0,FILE_000000000167900,분양,위탁관리,혼합식,개별난방,2.0,234,한신공영,한신공영,1999-03-31 00:00:00.0,33926.0,18324.0,24779.0,101.0,95.0,38.0,,,,2026-02-09 05:51:27.0,11880008080,위탁,종합계약,위탁,2037.12,287.0,의무,2016-05-03 14:05:05.0,Y,N,126.9043881,37.4947769,2013-03-07 09:46:44.0,서울특별시 영등포구 대림동 897-1,서울특별시 영등포구 대림동 970-1,36.0,,,N
823,A13376405,성수한진타운,아파트,서울특별시 성동구 뚝섬로 312,서울,성동구,성수동1가,"(성수동1가,한진타운아파트)",뚝섬로,312,024978785,024978789,,,분양,자치관리,혼합식,개별난방,5.0,378,한진건설,한진그룹 서울,1994-04-04 00:00:00.0,42564.0,27117.0,41181.0,190.0,188.0,0.0,,,,2026-02-09 04:16:54.0,206-82-61329-0,위탁,종합계약,위탁,0.0,286.0,의무,2017-05-23 16:36:06.0,Y,N,127.0453053,37.541117,2013-03-07 09:46:44.0,서울특별시 성동구 성수동1가 704,서울특별시 성동구 성수동1가 656-32,41.0,,,N
824,A13885303,송파미성,아파트,서울특별시 송파구 오금로32길 10,서울,송파구,송파동,미성맨션,오금로32길,10,024170097,024178100,,,분양,자치관리,혼합식,지역난방,5.0,378,라이프(주),라이프(주),1985-01-12 00:00:00.0,56766.0,45858.0,55125.0,42.0,56.0,168.0,,,,2026-02-09 06:24:59.0,215-82-74186,직영,종합계약,위탁,56766.0,221.0,의무,2015-12-18 09:58:34.0,Y,N,127.1192987,37.5060284,2013-03-07 09:46:44.0,서울특별시 송파구 송파동 161,서울특별시 송파구 송파동 191,121.0,,,N
825,A15210209,오류푸르지오,아파트,서울특별시 구로구 오류로8길 11,서울,구로구,오류동,346번지,오류로8길,11,0220668713,0220668714,,,분양,위탁관리,계단식,개별난방,6.0,378,대우건설(주) 푸르지오,신장미 재건축,2004-04-16 00:00:00.0,53835.0,30176.0,37845.0,0.0,351.0,27.0,,cafe.daum.net/56prugio,,2026-02-09 05:38:27.0,907-00-04048-1,위탁,단일계약,위탁,0.0,384.0,의무,2013-06-23 11:27:16.0,Y,N,126.8415352,37.491628,2013-03-07 09:46:44.0,서울특별시 구로구 오류동 346,서울특별시 구로구 오류동 191-1,67.0,,,N
826,A13987301,하계학여울청구B,아파트,서울특별시 노원구 한글비석로 6,서울,노원구,하계동,356 학여울청구아파트 제2관리소(118동),한글비석로,6,029732685,029732686,,,임대,위탁관리,복도식,중앙난방,1.0,378,청구(주),청구(주),2002-03-14 00:00:00.0,18276.0,12383.0,17944.0,378.0,0.0,0.0,,,,2026-02-09 04:49:39.0,907-00-33214-1,직영,,직영,0.0,110.0,임대,2013-06-23 12:38:25.0,Y,N,127.0645889,37.6326446,2013-03-07 09:46:44.0,서울특별시 노원구 하계동 356,,,,,N
827,A14381407,광장동 광나루현대,아파트,서울특별시 광진구 아차산로76길 31,서울,광진구,광장동,567,아차산로76길,31,0222011263,0234373519,,,분양,위탁관리,계단식,개별난방,3.0,380,현대산업개발,현대산업개발,1996-04-17 00:00:00.0,50237.0,32262.0,49330.0,0.0,380.0,0.0,,,,2026-02-09 04:19:02.0,90901117241,위탁,종합계약,위탁,2879.19,354.0,의무,2017-07-20 16:48:18.0,Y,N,127.108811,37.5471414,2013-03-07 09:46:44.0,서울특별시 광진구 광장동 567,서울특별시 광진구 광장동 389-1,31.0,,,N
828,A12208105,현대아파트,아파트,서울특별시 은평구 가좌로 344,서울,은평구,신사동,355번지,가좌로,344,023889020,023882305,,,분양,위탁관리,계단식,개별난방,3.0,380,현대산업개발,동인건영외 2개 직장조합,1994-04-23 00:00:00.0,44651.0,32235.0,42711.0,0.0,380.0,0.0,,,,2026-02-09 04:59:37.0,90700286451,위탁,종합계약,위탁,0.0,246.0,의무,2013-06-23 15:16:25.0,Y,N,126.9069618,37.5979944,2013-03-07 09:46:44.0,서울특별시 은평구 신사동 355,서울특별시 은평구 신사동 238-2,70.0,,,N
